# UTIAS Multi-Robot Cooperative Localization and Mapping Dataset
# produced by Keith Leung (keith.leung@robotics.utias.utoronto.ca) 2009
# Measurement Data Fomat:
# Time [s]    Subject #    range [m]    bearing [rad] 
1288971854.956    14 	 2.137		 -0.077  
1288971855.191    14 	 2.136		 -0.077  
1288971855.426    9 	 5.521		 -0.271  
1288971855.426    14 	 2.136		 -0.077  
1288971855.663    9 	 5.521		 -0.274  
1288971855.663    14 	 2.138		 -0.077  
1288971855.896    14 	 2.138		 -0.077  
1288971856.132    9 	 5.521		 -0.275  
1288971856.132    14 	 2.136		 -0.077  
1288971856.364    9 	 5.521		 -0.274  
1288971856.364    14 	 2.137		 -0.077  
1288971856.598    25 	 2.674		 -0.194  
1288971856.598    14 	 2.138		 -0.077  
1288971856.858    9 	 5.521		 -0.274  
1288971856.858    14 	 2.138		 -0.077  
1288971857.092    9 	 5.521		 -0.275  
1288971857.093    14 	 2.137		 -0.077  
1288971857.328    9 	 5.521		 -0.274  
1288971857.328    14 	 2.138		 -0.077  
1288971857.562    9 	 5.521		 -0.275  
1288971857.562    14 	 2.138		 -0.078  
1288971857.797    14 	 2.138		 -0.077  
1288971858.029    9 	 5.521		 -0.274  
1288971858.029    14 	 2.139		 -0.077  
1288971858.263    14 	 2.138		 -0.077  
1288971858.505    25 	 2.675		 -0.194  
1288971858.505    14 	 2.136		 -0.077  
1288971858.738    9 	 5.521		 -0.274  
1288971858.738    14 	 2.138		 -0.077  
1288971858.972    9 	 5.521		 -0.274  
1288971858.972    14 	 2.137		 -0.077  
1288971859.216    18 	 5.632		 -0.467  
1288971859.216    9 	 5.521		 -0.274  
1288971859.216    25 	 2.676		 -0.194  
1288971859.216    14 	 2.138		 -0.077  
1288971859.443    9 	 5.521		 -0.276  
1288971859.444    25 	 2.674		 -0.194  
1288971859.444    14 	 2.137		 -0.077  
1288971859.670    18 	 5.632		 -0.471  
1288971859.670    9 	 5.521		 -0.274  
1288971859.670    25 	 2.675		 -0.194  
1288971859.670    14 	 2.138		 -0.077  
1288971859.894    9 	 5.521		 -0.276  
1288971859.894    14 	 2.137		 -0.077  
1288971860.116    14 	 2.138		 -0.077  
1288971860.338    9 	 5.521		 -0.274  
1288971860.338    14 	 2.139		 -0.078  
1288971860.558    25 	 2.674		 -0.194  
1288971860.558    14 	 2.138		 -0.078  
1288971860.779    9 	 5.521		 -0.274  
1288971860.779    14 	 2.138		 -0.077  
1288971861.000    9 	 5.521		 -0.275  
1288971861.000    14 	 2.137		 -0.078  
1288971861.221    9 	 5.521		 -0.273  
1288971861.222    14 	 2.138		 -0.077  
1288971861.442    18 	 5.632		 -0.469  
1288971861.442    14 	 2.139		 -0.077  
1288971861.663    9 	 5.521		 -0.275  
1288971861.663    14 	 2.138		 -0.078  
1288971861.886    25 	 2.672		 -0.193  
1288971861.886    14 	 2.138		 -0.077  
1288971862.108    9 	 5.521		 -0.271  
1288971862.108    14 	 2.138		 -0.077  
1288971862.330    9 	 5.521		 -0.274  
1288971862.330    14 	 2.138		 -0.077  
1288971862.551    9 	 5.521		 -0.272  
1288971862.551    14 	 2.136		 -0.077  
1288971862.776    9 	 5.521		 -0.274  
1288971862.776    14 	 2.138		 -0.077  
1288971862.998    9 	 5.521		 -0.275  
1288971862.998    14 	 2.136		 -0.077  
1288971863.219    25 	 2.675		 -0.194  
1288971863.219    14 	 2.139		 -0.077  
1288971863.441    14 	 2.139		 -0.078  
1288971863.662    9 	 5.521		 -0.275  
1288971863.663    14 	 2.137		 -0.077  
1288971863.885    25 	 2.672		 -0.194  
1288971863.885    14 	 2.138		 -0.078  
1288971864.113    18 	 5.632		 -0.469  
1288971864.113    9 	 5.521		 -0.275  
1288971864.113    25 	 2.676		 -0.193  
1288971864.113    14 	 2.138		 -0.077  
1288971864.339    18 	 5.632		 -0.471  
1288971864.339    9 	 5.521		 -0.274  
1288971864.340    25 	 2.676		 -0.194  
1288971864.340    14 	 2.138		 -0.077  
1288971864.566    9 	 5.521		 -0.271  
1288971864.566    25 	 2.676		 -0.194  
1288971864.566    14 	 2.136		 -0.077  
1288971864.796    18 	 5.632		 -0.471  
1288971864.796    9 	 5.521		 -0.274  
1288971864.796    25 	 2.677		 -0.194  
1288971864.796    14 	 2.138		 -0.077  
1288971865.023    18 	 5.632		 -0.471  
1288971865.024    9 	 5.521		 -0.275  
1288971865.024    25 	 2.676		 -0.194  
1288971865.024    14 	 2.137		 -0.078  
1288971865.251    9 	 5.521		 -0.274  
1288971865.251    14 	 2.138		 -0.077  
1288971865.472    9 	 5.521		 -0.275  
1288971865.472    14 	 2.138		 -0.077  
1288971865.693    9 	 5.521		 -0.275  
1288971865.693    14 	 2.138		 -0.077  
1288971865.922    9 	 5.521		 -0.274  
1288971865.922    25 	 2.674		 -0.194  
1288971865.922    14 	 2.138		 -0.077  
1288971866.148    9 	 5.521		 -0.276  
1288971866.148    25 	 2.674		 -0.194  
1288971866.148    14 	 2.138		 -0.077  
1288971866.371    9 	 5.521		 -0.276  
1288971866.371    14 	 2.138		 -0.077  
1288971866.591    9 	 5.521		 -0.275  
1288971866.591    14 	 2.138		 -0.077  
1288971866.822    18 	 5.632		 -0.471  
1288971866.822    9 	 5.521		 -0.274  
1288971866.823    25 	 2.676		 -0.194  
1288971866.823    14 	 2.139		 -0.077  
1288971867.049    18 	 5.632		 -0.471  
1288971867.050    9 	 5.521		 -0.275  
1288971867.050    25 	 2.675		 -0.193  
1288971867.050    14 	 2.136		 -0.077  
1288971867.276    9 	 5.521		 -0.274  
1288971867.276    25 	 2.674		 -0.193  
1288971867.276    14 	 2.138		 -0.077  
1288971867.502    9 	 5.521		 -0.274  
1288971867.502    25 	 2.674		 -0.194  
1288971867.502    14 	 2.138		 -0.077  
1288971867.732    9 	 5.521		 -0.275  
1288971867.732    25 	 2.674		 -0.194  
1288971867.732    14 	 2.137		 -0.077  
1288971867.958    9 	 5.521		 -0.275  
1288971867.958    25 	 2.675		 -0.193  
1288971867.958    14 	 2.137		 -0.077  
1288971868.184    18 	 5.632		 -0.470  
1288971868.184    9 	 5.521		 -0.274  
1288971868.184    25 	 2.675		 -0.194  
1288971868.184    14 	 2.138		 -0.078  
1288971868.411    9 	 5.521		 -0.274  
1288971868.411    25 	 2.675		 -0.193  
1288971868.411    14 	 2.138		 -0.077  
1288971868.637    18 	 5.632		 -0.471  
1288971868.637    9 	 5.521		 -0.274  
1288971868.637    25 	 2.674		 -0.194  
1288971868.637    14 	 2.137		 -0.077  
1288971868.866    18 	 5.632		 -0.471  
1288971868.866    9 	 5.521		 -0.274  
1288971868.866    25 	 2.674		 -0.194  
1288971868.866    14 	 2.138		 -0.077  
1288971869.092    18 	 5.632		 -0.471  
1288971869.093    9 	 5.521		 -0.275  
1288971869.093    25 	 2.673		 -0.194  
1288971869.093    14 	 2.136		 -0.077  
1288971869.320    18 	 5.632		 -0.470  
1288971869.320    9 	 5.521		 -0.274  
1288971869.320    25 	 2.675		 -0.194  
1288971869.320    14 	 2.138		 -0.077  
1288971869.546    18 	 5.632		 -0.470  
1288971869.546    9 	 5.521		 -0.275  
1288971869.546    25 	 2.675		 -0.194  
1288971869.546    14 	 2.137		 -0.077  
1288971869.774    18 	 5.632		 -0.471  
1288971869.774    9 	 5.521		 -0.274  
1288971869.774    25 	 2.677		 -0.194  
1288971869.774    14 	 2.136		 -0.077  
1288971870.000    18 	 5.632		 -0.470  
1288971870.000    9 	 5.521		 -0.271  
1288971870.000    25 	 2.675		 -0.194  
1288971870.000    14 	 2.138		 -0.077  
1288971870.224    14 	 2.139		 -0.077  
1288971870.446    9 	 5.521		 -0.276  
1288971870.446    14 	 2.138		 -0.077  
1288971870.667    14 	 2.138		 -0.077  
1288971870.894    18 	 5.632		 -0.471  
1288971870.895    9 	 5.521		 -0.276  
1288971870.895    25 	 2.678		 -0.194  
1288971870.895    14 	 2.138		 -0.077  
1288971871.122    18 	 5.632		 -0.471  
1288971871.122    9 	 5.521		 -0.274  
1288971871.122    25 	 2.677		 -0.194  
1288971871.122    14 	 2.138		 -0.078  
1288971871.344    9 	 5.521		 -0.276  
1288971871.344    14 	 2.138		 -0.077  
1288971871.565    9 	 5.521		 -0.274  
1288971871.565    14 	 2.139		 -0.077  
1288971871.790    9 	 5.521		 -0.275  
1288971871.790    14 	 2.138		 -0.077  
1288971872.010    9 	 5.521		 -0.275  
1288971872.010    14 	 2.138		 -0.077  
1288971872.231    9 	 5.521		 -0.275  
1288971872.231    14 	 2.136		 -0.077  
1288971872.451    14 	 2.138		 -0.078  
1288971872.672    9 	 5.521		 -0.274  
1288971872.673    14 	 2.138		 -0.077  
1288971872.895    9 	 5.521		 -0.275  
1288971872.895    14 	 2.137		 -0.077  
1288971873.117    9 	 5.521		 -0.275  
1288971873.117    14 	 2.138		 -0.077  
1288971873.338    14 	 2.138		 -0.077  
1288971873.562    9 	 5.521		 -0.274  
1288971873.562    14 	 2.138		 -0.077  
1288971873.784    9 	 5.521		 -0.274  
1288971873.784    14 	 2.138		 -0.077  
1288971874.006    25 	 2.677		 -0.194  
1288971874.006    14 	 2.137		 -0.077  
1288971874.228    25 	 2.676		 -0.194  
1288971874.228    14 	 2.135		 -0.077  
1288971874.449    9 	 5.521		 -0.274  
1288971874.449    14 	 2.138		 -0.077  
1288971874.671    14 	 2.137		 -0.077  
1288971874.896    9 	 5.521		 -0.274  
1288971874.896    14 	 2.138		 -0.077  
1288971875.118    9 	 5.521		 -0.274  
1288971875.118    14 	 2.138		 -0.077  
1288971875.354    25 	 2.676		 -0.194  
1288971875.354    14 	 2.138		 -0.077  
1288971875.575    25 	 2.674		 -0.194  
1288971875.575    14 	 2.138		 -0.077  
1288971875.798    25 	 2.675		 -0.194  
1288971875.798    14 	 2.137		 -0.078  
1288971876.020    9 	 5.521		 -0.275  
1288971876.020    14 	 2.138		 -0.077  
1288971876.241    25 	 2.675		 -0.194  
1288971876.241    14 	 2.138		 -0.077  
1288971876.465    25 	 2.675		 -0.194  
1288971876.465    14 	 2.138		 -0.077  
1288971876.686    25 	 2.674		 -0.194  
1288971876.686    14 	 2.138		 -0.077  
1288971876.936    9 	 5.521		 -0.272  
1288971876.936    14 	 2.138		 -0.077  
1288971877.157    9 	 5.521		 -0.275  
1288971877.157    14 	 2.136		 -0.077  
1288971877.377    9 	 5.521		 -0.274  
1288971877.377    14 	 2.136		 -0.077  
1288971877.598    18 	 5.632		 -0.468  
1288971877.598    14 	 2.139		 -0.077  
1288971877.820    25 	 2.677		 -0.194  
1288971877.820    14 	 2.138		 -0.077  
1288971878.041    9 	 5.521		 -0.276  
1288971878.041    14 	 2.137		 -0.077  
1288971878.260    25 	 2.677		 -0.194  
1288971878.260    14 	 2.138		 -0.077  
1288971878.481    9 	 5.521		 -0.274  
1288971878.481    14 	 2.138		 -0.077  
1288971878.702    14 	 2.138		 -0.077  
1288971878.925    14 	 2.138		 -0.077  
1288971879.147    9 	 5.521		 -0.276  
1288971879.147    14 	 2.136		 -0.077  
1288971879.368    9 	 5.521		 -0.274  
1288971879.368    14 	 2.138		 -0.077  
1288971879.590    9 	 5.521		 -0.276  
1288971879.590    14 	 2.138		 -0.077  
1288971879.812    9 	 5.521		 -0.276  
1288971879.812    14 	 2.138		 -0.077  
1288971880.033    9 	 5.521		 -0.275  
1288971880.033    14 	 2.138		 -0.077  
1288971880.254    9 	 5.521		 -0.274  
1288971880.254    14 	 2.138		 -0.077  
1288971880.478    9 	 5.521		 -0.274  
1288971880.478    14 	 2.138		 -0.078  
1288971880.699    9 	 5.521		 -0.274  
1288971880.699    14 	 2.138		 -0.077  
1288971880.925    9 	 5.521		 -0.274  
1288971880.925    14 	 2.138		 -0.077  
1288971881.147    9 	 5.521		 -0.275  
1288971881.147    14 	 2.138		 -0.077  
1288971881.368    9 	 5.521		 -0.275  
1288971881.368    14 	 2.137		 -0.077  
1288971881.590    25 	 2.674		 -0.194  
1288971881.590    14 	 2.137		 -0.077  
1288971881.813    9 	 5.521		 -0.272  
1288971881.813    14 	 2.136		 -0.077  
1288971882.034    25 	 2.676		 -0.194  
1288971882.034    14 	 2.138		 -0.078  
1288971882.255    9 	 5.521		 -0.275  
1288971882.255    14 	 2.138		 -0.077  
1288971882.477    25 	 2.673		 -0.194  
1288971882.477    14 	 2.137		 -0.077  
1288971882.698    9 	 5.521		 -0.279  
1288971882.698    14 	 2.136		 -0.077  
1288971882.921    9 	 5.521		 -0.275  
1288971882.921    14 	 2.138		 -0.077  
1288971883.142    9 	 5.521		 -0.274  
1288971883.142    14 	 2.138		 -0.077  
1288971883.364    9 	 5.521		 -0.274  
1288971883.364    14 	 2.137		 -0.077  
1288971883.585    25 	 2.675		 -0.194  
1288971883.585    14 	 2.137		 -0.077  
1288971883.808    9 	 5.521		 -0.275  
1288971883.808    14 	 2.137		 -0.077  
1288971884.029    9 	 5.521		 -0.276  
1288971884.029    14 	 2.138		 -0.077  
1288971884.251    14 	 2.136		 -0.077  
1288971884.472    9 	 5.521		 -0.274  
1288971884.472    14 	 2.137		 -0.077  
1288971884.694    25 	 2.675		 -0.194  
1288971884.694    14 	 2.137		 -0.077  
1288971884.917    9 	 5.521		 -0.275  
1288971884.917    14 	 2.138		 -0.078  
1288971885.138    25 	 2.676		 -0.194  
1288971885.138    14 	 2.137		 -0.077  
1288971885.362    14 	 2.135		 -0.077  
1288971885.583    9 	 5.521		 -0.276  
1288971885.583    14 	 2.137		 -0.077  
1288971885.805    25 	 2.675		 -0.194  
1288971885.805    14 	 2.138		 -0.077  
1288971886.027    9 	 5.521		 -0.275  
1288971886.027    14 	 2.137		 -0.077  
1288971886.248    9 	 5.521		 -0.274  
1288971886.248    14 	 2.138		 -0.077  
1288971886.470    9 	 5.521		 -0.276  
1288971886.470    14 	 2.138		 -0.078  
1288971886.691    9 	 5.521		 -0.275  
1288971886.691    14 	 2.138		 -0.077  
1288971886.941    25 	 2.675		 -0.194  
1288971886.941    14 	 2.138		 -0.077  
1288971887.162    9 	 5.521		 -0.275  
1288971887.162    14 	 2.138		 -0.077  
1288971887.383    9 	 5.521		 -0.274  
1288971887.383    14 	 2.137		 -0.077  
1288971887.604    25 	 2.676		 -0.194  
1288971887.604    14 	 2.138		 -0.077  
1288971887.826    9 	 5.521		 -0.276  
1288971887.826    14 	 2.140		 -0.077  
1288971888.047    9 	 5.521		 -0.274  
1288971888.047    32 	 1.521		 0.534  
1288971888.268    9 	 5.521		 -0.274  
1288971888.268    32 	 1.508		 0.528  
1288971888.492    9 	 5.521		 -0.274  
1288971888.492    32 	 1.499		 0.514  
1288971888.717    9 	 5.521		 -0.275  
1288971888.717    32 	 1.491		 0.501  
1288971888.940    9 	 5.521		 -0.275  
1288971888.940    32 	 1.476		 0.480  
1288971889.162    25 	 2.675		 -0.194  
1288971889.162    32 	 1.467		 0.467  
1288971889.382    9 	 5.521		 -0.275  
1288971889.382    32 	 1.460		 0.452  
1288971889.603    9 	 5.521		 -0.275  
1288971889.604    32 	 1.453		 0.433  
1288971889.826    9 	 5.521		 -0.275  
1288971889.826    32 	 1.443		 0.420  
1288971890.047    9 	 5.521		 -0.275  
1288971890.047    32 	 1.427		 0.397  
1288971890.268    9 	 5.521		 -0.274  
1288971890.268    32 	 1.419		 0.381  
1288971890.491    9 	 5.521		 -0.275  
1288971890.491    32 	 1.409		 0.364  
1288971890.714    25 	 2.677		 -0.194  
1288971890.714    32 	 1.402		 0.347  
1288971890.935    25 	 2.674		 -0.194  
1288971890.935    32 	 1.388		 0.320  
1288971891.156    25 	 2.675		 -0.194  
1288971891.156    32 	 1.378		 0.302  
1288971891.377    9 	 5.521		 -0.276  
1288971891.377    32 	 1.369		 0.282  
1288971891.599    25 	 2.674		 -0.194  
1288971891.599    32 	 1.360		 0.263  
1288971891.821    9 	 5.521		 -0.274  
1288971891.821    32 	 1.348		 0.243  
1288971892.043    32 	 1.333		 0.215  
1288971892.264    9 	 5.521		 -0.276  
1288971892.264    32 	 1.325		 0.193  
1288971892.485    9 	 5.521		 -0.275  
1288971892.485    32 	 1.318		 0.169  
1288971892.709    32 	 1.308		 0.148  
1288971892.930    9 	 5.521		 -0.275  
1288971892.930    32 	 1.300		 0.125  
1288971893.152    25 	 2.675		 -0.194  
1288971893.152    32 	 1.284		 0.091  
1288971893.372    25 	 2.674		 -0.193  
1288971893.372    32 	 1.277		 0.066  
1288971893.593    9 	 5.521		 -0.274  
1288971893.593    32 	 1.267		 0.043  
1288971893.814    9 	 5.521		 -0.274  
1288971893.814    32 	 1.259		 0.018  
1288971894.035    9 	 5.521		 -0.275  
1288971894.035    32 	 1.248		 -0.009  
1288971894.256    9 	 5.521		 -0.275  
1288971894.256    32 	 1.235		 -0.046  
1288971894.476    25 	 2.676		 -0.194  
1288971894.476    32 	 1.226		 -0.072  
1288971894.697    9 	 5.521		 -0.275  
1288971894.697    32 	 1.216		 -0.100  
1288971894.920    18 	 5.632		 -0.471  
1288971894.920    32 	 1.207		 -0.126  
1288971895.141    14 	 2.014		 -0.086  
1288971895.362    32 	 1.184		 -0.193  
1288971895.362    14 	 2.013		 -0.086  
1288971895.585    32 	 1.179		 -0.217  
1288971895.585    14 	 2.014		 -0.086  
1288971895.807    25 	 2.685		 -0.193  
1288971895.807    14 	 2.014		 -0.086  
1288971896.028    25 	 2.686		 -0.194  
1288971896.028    14 	 2.012		 -0.086  
1288971896.249    32 	 1.176		 -0.298  
1288971896.249    14 	 2.014		 -0.086  
1288971896.470    32 	 1.180		 -0.320  
1288971896.470    14 	 2.014		 -0.086  
1288971896.691    32 	 1.184		 -0.344  
1288971896.691    14 	 2.014		 -0.086  
1288971896.942    9 	 5.521		 -0.279  
1288971896.942    14 	 2.014		 -0.086  
1288971897.164    9 	 5.521		 -0.275  
1288971897.164    14 	 2.013		 -0.086  
1288971897.385    9 	 5.521		 -0.276  
1288971897.385    14 	 2.013		 -0.086  
1288971897.606    9 	 5.521		 -0.275  
1288971897.606    14 	 2.015		 -0.086  
1288971897.828    9 	 5.521		 -0.275  
1288971897.828    14 	 2.014		 -0.086  
1288971898.049    9 	 5.521		 -0.275  
1288971898.049    14 	 2.014		 -0.086  
1288971898.272    9 	 5.521		 -0.274  
1288971898.272    14 	 2.013		 -0.086  
1288971898.493    9 	 5.521		 -0.275  
1288971898.493    14 	 2.012		 -0.086  
1288971898.716    9 	 5.521		 -0.279  
1288971898.716    14 	 2.014		 -0.086  
1288971899.368    25 	 2.607		 -0.204  
1288971900.022    9 	 5.414		 -0.280  
1288971900.022    14 	 1.889		 -0.097  
1288971900.242    25 	 2.551		 -0.208  
1288971900.242    14 	 1.885		 -0.097  
1288971900.462    9 	 5.414		 -0.287  
1288971900.462    14 	 1.893		 -0.097  
1288971900.686    9 	 5.414		 -0.283  
1288971900.686    14 	 1.892		 -0.097  
1288971900.909    9 	 5.414		 -0.279  
1288971900.909    14 	 1.892		 -0.097  
1288971901.132    9 	 5.414		 -0.280  
1288971901.132    14 	 1.884		 -0.097  
1288971901.354    9 	 5.388		 -0.281  
1288971901.354    14 	 1.885		 -0.097  
1288971901.576    9 	 5.414		 -0.282  
1288971901.576    14 	 1.887		 -0.097  
1288971901.798    9 	 5.414		 -0.281  
1288971901.798    14 	 1.888		 -0.097  
1288971902.020    14 	 1.887		 -0.097  
1288971902.242    9 	 5.414		 -0.282  
1288971902.242    14 	 1.887		 -0.097  
1288971902.464    25 	 2.561		 -0.208  
1288971902.464    14 	 1.888		 -0.097  
1288971902.685    9 	 5.414		 -0.283  
1288971902.685    14 	 1.887		 -0.097  
1288971902.908    9 	 5.414		 -0.280  
1288971902.908    14 	 1.888		 -0.097  
1288971903.131    9 	 5.414		 -0.281  
1288971903.131    14 	 1.887		 -0.097  
1288971903.353    9 	 5.414		 -0.280  
1288971903.353    14 	 1.887		 -0.097  
1288971903.575    9 	 5.414		 -0.282  
1288971903.575    14 	 1.887		 -0.097  
1288971903.799    9 	 5.414		 -0.281  
1288971903.799    14 	 1.886		 -0.097  
1288971904.023    9 	 5.414		 -0.282  
1288971904.023    14 	 1.888		 -0.097  
1288971904.244    9 	 5.414		 -0.287  
1288971904.245    14 	 1.886		 -0.097  
1288971904.466    9 	 5.414		 -0.282  
1288971904.466    14 	 1.887		 -0.097  
1288971904.687    9 	 5.414		 -0.282  
1288971904.687    14 	 1.887		 -0.097  
1288971904.913    9 	 5.414		 -0.281  
1288971904.913    14 	 1.887		 -0.097  
1288971905.136    9 	 5.414		 -0.282  
1288971905.136    14 	 1.886		 -0.097  
1288971905.357    9 	 5.414		 -0.281  
1288971905.357    14 	 1.887		 -0.097  
1288971905.581    9 	 5.414		 -0.286  
1288971905.581    14 	 1.887		 -0.097  
1288971905.803    9 	 5.414		 -0.282  
1288971905.803    14 	 1.886		 -0.097  
1288971906.025    9 	 5.414		 -0.282  
1288971906.025    14 	 1.887		 -0.097  
1288971906.247    9 	 5.414		 -0.282  
1288971906.247    14 	 1.888		 -0.097  
1288971906.470    9 	 5.414		 -0.281  
1288971906.470    14 	 1.886		 -0.097  
1288971906.691    9 	 5.414		 -0.281  
1288971906.691    14 	 1.887		 -0.097  
1288971906.915    9 	 5.414		 -0.281  
1288971906.915    14 	 1.887		 -0.097  
1288971907.162    9 	 5.414		 -0.286  
1288971907.162    14 	 1.887		 -0.097  
1288971908.024    25 	 2.508		 -0.125  
1288971908.236    25 	 2.507		 0.053  
1288971908.448    25 	 2.450		 0.164  
1288971908.661    25 	 2.356		 0.285  
1288971909.527    32 	 2.568		 0.185  
1288971909.527    18 	 5.632		 0.367  
1288971909.749    32 	 2.555		 0.205  
1288971909.971    32 	 2.536		 0.215  
1288971909.971    18 	 5.557		 0.372  
1288971910.193    32 	 2.532		 0.227  
1288971910.415    32 	 2.496		 0.239  
1288971910.415    18 	 5.521		 0.373  
1288971910.638    32 	 2.462		 0.255  
1288971910.638    18 	 5.521		 0.371  
1288971910.865    32 	 2.420		 0.279  
1288971910.865    18 	 5.414		 0.383  
1288971911.087    32 	 2.388		 0.297  
1288971911.087    18 	 5.414		 0.384  
1288971911.314    32 	 2.364		 0.311  
1288971911.314    18 	 5.312		 0.387  
1288971911.536    32 	 2.319		 0.329  
1288971911.759    32 	 2.280		 0.353  
1288971911.981    32 	 2.252		 0.370  
1288971912.201    32 	 2.231		 0.383  
1288971912.423    32 	 2.178		 0.404  
1288971912.646    32 	 2.150		 0.434  
1288971912.869    18 	 5.119		 0.401  
1288971912.869    32 	 2.096		 0.452  
1288971913.091    18 	 5.119		 0.406  
1288971913.091    32 	 2.073		 0.468  
1288971913.312    18 	 5.119		 0.410  
1288971913.312    32 	 2.045		 0.490  
1288971913.535    18 	 5.028		 0.411  
1288971913.535    32 	 2.003		 0.508  
1288971913.757    18 	 5.028		 0.414  
1288971913.757    32 	 1.959		 0.536  
