# UTIAS Multi-Robot Cooperative Localization and Mapping Dataset
# produced by Keith Leung (keith.leung@robotics.utias.utoronto.ca) 2009
# Measurement Data Fomat:
# Time [s]    Subject #    range [m]    bearing [rad] 
1248297582.620    16 	 1.063		 -0.075  
1248297583.318    54 	 2.636		 -0.221  
1248297583.784    54 	 2.609		 -0.225  
1248297584.250    54 	 2.569		 -0.229  
1248297584.483    54 	 2.564		 -0.231  
1248297584.947    54 	 2.527		 -0.231  
1248297585.180    54 	 2.507		 -0.233  
1248297585.409    54 	 2.509		 -0.223  
1248297585.637    54 	 2.534		 -0.104  
1248297585.870    54 	 2.520		 -0.073  
1248297586.105    54 	 2.524		 -0.070  
1248297586.338    54 	 2.516		 -0.065  
1248297586.567    54 	 2.496		 -0.014  
1248297586.796    54 	 2.477		 0.063  
1248297587.031    54 	 2.451		 0.100  
1248297587.267    54 	 2.443		 0.101  
1248297587.501    54 	 2.431		 0.103  
1248297587.736    54 	 2.365		 0.205  
1248297587.973    54 	 2.348		 0.256  
1248297588.210    54 	 2.312		 0.275  
1248297588.444    25 	 2.032		 -0.423  
1248297588.444    54 	 2.264		 0.325  
1248297588.677    54 	 2.183		 0.403  
1248297588.919    54 	 2.151		 0.438  
1248297589.157    54 	 2.127		 0.447  
1248297589.391    54 	 2.051		 0.506  
1248297589.630    25 	 2.125		 -0.146  
1248297589.870    25 	 2.118		 -0.139  
1248297590.109    25 	 2.105		 -0.137  
1248297590.349    25 	 2.135		 -0.069  
1248297590.587    25 	 2.084		 -0.080  
1248297590.825    25 	 2.079		 -0.035  
1248297591.062    25 	 2.048		 0.026  
1248297591.303    25 	 2.033		 0.043  
1248297591.545    25 	 2.015		 0.048  
1248297591.785    25 	 2.023		 0.047  
1248297592.026    25 	 1.996		 0.051  
1248297592.304    25 	 1.971		 0.045  
1248297592.543    25 	 1.951		 0.045  
1248297592.782    25 	 1.933		 0.047  
1248297593.022    25 	 1.922		 0.048  
1248297593.262    25 	 1.900		 0.050  
1248297593.501    70 	 2.900		 -0.450  
1248297593.501    25 	 1.884		 0.048  
1248297593.740    25 	 1.873		 0.051  
1248297593.979    70 	 2.929		 -0.443  
1248297593.979    25 	 1.865		 0.053  
1248297594.218    25 	 1.844		 0.048  
1248297594.456    25 	 1.821		 0.050  
1248297594.690    25 	 1.809		 0.049  
1248297594.930    25 	 1.782		 0.124  
1248297595.165    25 	 1.723		 0.256  
1248297595.401    25 	 1.677		 0.326  
1248297595.638    25 	 1.593		 0.442  
1248297595.874    25 	 1.528		 0.517  
1248297596.112    70 	 3.044		 0.089  
1248297596.348    70 	 2.981		 0.219  
1248297596.582    36 	 1.924		 -0.077  
1248297596.582    70 	 2.913		 0.298  
1248297596.818    36 	 1.929		 0.001  
1248297596.818    70 	 2.847		 0.369  
1248297597.052    70 	 2.691		 0.487  
1248297597.288    36 	 1.856		 0.205  
1248297597.524    36 	 1.815		 0.279  
1248297597.761    36 	 1.740		 0.400  
1248297597.998    36 	 1.655		 0.486  
1248297598.236    7 	 3.643		 0.119  
1248297598.473    7 	 3.608		 0.192  
1248297598.713    7 	 3.526		 0.268  
1248297598.951    7 	 3.369		 0.390  
1248297599.188    7 	 3.256		 0.470  
1248297599.425    5 	 1.549		 0.139  
1248297599.899    81 	 3.250		 -0.231  
1248297599.899    5 	 1.494		 0.337  
1248297600.369    81 	 3.325		 -0.047  
1248297600.369    61 	 2.390		 0.345  
1248297600.604    72 	 6.404		 0.046  
1248297600.841    45 	 7.234		 -0.249  
1248297600.841    61 	 2.303		 0.415  
1248297601.109    27 	 1.738		 -0.440  
1248297601.109    63 	 3.964		 -0.269  
1248297601.109    9 	 5.557		 -0.194  
1248297601.109    81 	 3.250		 0.027  
1248297601.109    72 	 6.261		 0.094  
1248297601.109    23 	 5.119		 0.126  
1248297601.109    61 	 2.285		 0.422  
1248297601.465    63 	 4.085		 -0.250  
1248297601.465    81 	 3.224		 0.041  
1248297601.465    72 	 6.261		 0.096  
1248297601.466    23 	 5.119		 0.144  
1248297601.466    61 	 2.231		 0.447  
1248297601.882    27 	 1.702		 -0.438  
1248297601.882    63 	 3.957		 -0.254  
1248297601.883    9 	 5.521		 -0.178  
1248297601.883    81 	 3.208		 0.045  
1248297601.883    23 	 5.058		 0.155  
1248297601.884    61 	 2.215		 0.468  
1248297602.545    63 	 4.027		 -0.056  
1248297602.546    81 	 3.109		 0.242  
1248297602.777    9 	 5.521		 0.108  
1248297602.777    81 	 2.991		 0.331  
1248297603.010    63 	 3.971		 0.083  
1248297603.010    81 	 2.927		 0.384  
1248297603.244    63 	 3.950		 0.148  
1248297603.244    72 	 5.414		 0.512  
1248297603.477    27 	 1.757		 0.006  
1248297603.710    63 	 3.863		 0.228  
1248297603.710    9 	 5.224		 0.309  
1248297603.945    9 	 5.146		 0.348  
1248297604.181    45 	 6.877		 0.314  
1248297604.181    9 	 5.142		 0.349  
1248297604.417    45 	 6.992		 0.315  
1248297604.417    9 	 5.119		 0.354  
1248297604.652    9 	 5.119		 0.358  
1248297604.887    9 	 5.119		 0.353  
1248297605.123    63 	 3.710		 0.278  
1248297605.123    9 	 5.119		 0.349  
1248297605.356    27 	 1.640		 0.090  
1248297605.590    45 	 6.712		 0.312  
1248297605.590    9 	 5.028		 0.354  
1248297605.826    63 	 3.676		 0.279  
1248297605.826    9 	 5.119		 0.355  
1248297606.061    45 	 6.712		 0.314  
1248297606.061    9 	 5.028		 0.352  
1248297606.299    9 	 4.992		 0.354  
1248297606.534    9 	 4.953		 0.357  
1248297606.769    45 	 6.752		 0.309  
1248297606.769    9 	 4.950		 0.360  
1248297607.006    9 	 4.939		 0.358  
1248297607.241    45 	 6.766		 0.320  
1248297607.241    9 	 4.939		 0.358  
1248297607.475    45 	 6.712		 0.317  
1248297607.475    9 	 4.939		 0.363  
1248297607.710    9 	 4.939		 0.365  
1248297607.946    45 	 6.712		 0.317  
1248297607.946    9 	 4.939		 0.368  
1248297608.181    9 	 4.854		 0.369  
1248297608.650    27 	 1.413		 0.090  
1248297608.651    9 	 4.854		 0.368  
1248297608.884    9 	 4.854		 0.369  
1248297609.117    63 	 3.486		 0.287  
1248297609.588    45 	 6.712		 0.236  
1248297609.588    9 	 4.939		 0.282  
1248297609.826    9 	 4.918		 0.279  
1248297610.061    63 	 3.447		 0.216  
1248297610.297    63 	 3.444		 0.209  
1248297610.297    9 	 4.854		 0.276  
1248297610.530    63 	 3.447		 0.189  
1248297610.530    9 	 4.854		 0.258  
1248297610.764    27 	 1.302		 -0.094  
1248297610.764    63 	 3.486		 0.091  
1248297611.000    63 	 3.535		 0.059  
1248297611.239    27 	 1.266		 -0.163  
1248297611.475    27 	 1.260		 -0.163  
1248297611.475    81 	 2.484		 0.413  
1248297611.712    45 	 6.712		 0.069  
1248297611.712    9 	 5.028		 0.119  
1248297611.948    45 	 6.877		 0.066  
1248297611.948    81 	 2.454		 0.410  
1248297612.219    45 	 6.877		 0.066  
1248297612.219    81 	 2.459		 0.405  
1248297612.452    63 	 3.403		 -0.024  
1248297612.452    81 	 2.496		 0.357  
1248297612.688    45 	 6.712		 -0.011  
1248297612.688    81 	 2.474		 0.345  
1248297612.924    63 	 3.369		 -0.039  
1248297612.924    23 	 4.471		 0.520  
1248297613.156    9 	 4.854		 0.025  
1248297613.156    81 	 2.448		 0.336  
1248297613.390    9 	 4.865		 -0.043  
1248297613.390    81 	 2.500		 0.272  
1248297613.625    45 	 6.632		 -0.101  
1248297613.625    81 	 2.496		 0.249  
1248297613.860    63 	 3.268		 -0.123  
1248297613.860    23 	 4.617		 0.457  
1248297614.096    23 	 4.604		 0.459  
1248297614.328    81 	 2.434		 0.267  
1248297614.559    81 	 2.471		 0.167  
1248297614.791    81 	 2.478		 0.095  
1248297614.791    18 	 3.916		 0.438  
1248297615.023    81 	 2.480		 0.020  
1248297615.023    18 	 4.085		 0.365  
1248297615.256    23 	 5.028		 0.138  
1248297615.256    61 	 1.729		 0.520  
1248297615.489    23 	 5.119		 0.083  
1248297615.489    61 	 1.749		 0.500  
1248297615.723    9 	 4.212		 -0.503  
1248297615.723    61 	 1.773		 0.441  
1248297615.957    18 	 4.237		 0.118  
1248297615.957    61 	 1.805		 0.389  
1248297616.195    14 	 5.058		 0.171  
1248297616.195    61 	 1.831		 0.340  
1248297616.431    18 	 4.259		 0.033  
1248297616.431    61 	 1.829		 0.291  
1248297616.670    18 	 4.219		 -0.012  
1248297616.670    61 	 1.841		 0.254  
1248297616.908    61 	 1.814		 0.261  
1248297617.148    18 	 4.163		 -0.010  
1248297617.148    61 	 1.795		 0.262  
1248297617.386    18 	 4.184		 -0.009  
1248297617.386    61 	 1.780		 0.264  
1248297617.625    23 	 5.028		 -0.139  
1248297617.625    61 	 1.767		 0.267  
1248297617.867    81 	 2.129		 -0.392  
1248297617.867    61 	 1.740		 0.270  
1248297618.105    18 	 4.158		 -0.008  
1248297618.105    61 	 1.736		 0.273  
1248297618.345    14 	 4.952		 0.070  
1248297618.345    61 	 1.711		 0.274  
1248297618.584    23 	 4.939		 -0.129  
1248297618.584    61 	 1.697		 0.276  
1248297618.824    23 	 4.939		 -0.127  
1248297618.824    61 	 1.697		 0.277  
1248297619.061    18 	 4.094		 -0.003  
1248297619.061    61 	 1.660		 0.287  
1248297619.300    81 	 2.055		 -0.404  
1248297619.300    61 	 1.649		 0.289  
1248297619.539    72 	 4.854		 -0.379  
1248297619.539    61 	 1.626		 0.291  
1248297619.787    18 	 4.036		 -0.002  
1248297619.787    61 	 1.614		 0.295  
1248297620.025    81 	 1.996		 -0.414  
1248297620.025    72 	 4.854		 -0.384  
1248297620.025    90 	 6.712		 -0.376  
1248297620.025    23 	 4.854		 -0.114  
1248297620.025    18 	 3.974		 -0.005  
1248297620.025    14 	 4.939		 0.058  
1248297620.026    61 	 1.604		 0.297  
1248297620.266    81 	 1.977		 -0.413  
1248297620.266    72 	 4.854		 -0.384  
1248297620.266    23 	 4.854		 -0.109  
1248297620.267    18 	 3.999		 -0.004  
1248297620.267    14 	 4.939		 0.058  
1248297620.267    61 	 1.584		 0.301  
1248297620.512    81 	 1.979		 -0.420  
1248297620.513    72 	 4.854		 -0.387  
1248297620.513    23 	 4.854		 -0.111  
1248297620.513    18 	 4.009		 -0.007  
1248297620.513    14 	 4.939		 0.052  
1248297620.513    61 	 1.582		 0.299  
1248297620.756    81 	 1.969		 -0.420  
1248297620.756    72 	 4.854		 -0.387  
1248297620.756    23 	 4.854		 -0.106  
1248297620.756    18 	 3.971		 -0.008  
1248297620.756    14 	 4.954		 0.050  
1248297620.756    61 	 1.580		 0.299  
1248297621.005    81 	 1.966		 -0.420  
1248297621.005    72 	 4.786		 -0.387  
1248297621.005    90 	 6.453		 -0.379  
1248297621.005    23 	 4.854		 -0.104  
1248297621.005    18 	 3.967		 -0.007  
1248297621.005    14 	 4.939		 0.048  
1248297621.005    61 	 1.574		 0.299  
1248297621.255    81 	 1.965		 -0.420  
1248297621.255    72 	 4.781		 -0.387  
1248297621.255    90 	 6.554		 -0.377  
1248297621.255    23 	 4.799		 -0.105  
1248297621.256    18 	 3.974		 -0.007  
1248297621.256    14 	 4.939		 0.046  
1248297621.256    61 	 1.580		 0.296  
1248297621.500    81 	 1.972		 -0.420  
1248297621.500    72 	 4.846		 -0.388  
1248297621.501    90 	 6.554		 -0.379  
1248297621.501    23 	 4.831		 -0.104  
1248297621.501    18 	 3.974		 -0.006  
1248297621.501    14 	 4.939		 0.045  
1248297621.501    61 	 1.580		 0.299  
1248297621.747    81 	 1.960		 -0.422  
1248297621.747    72 	 4.805		 -0.389  
1248297621.747    90 	 6.554		 -0.380  
1248297621.747    23 	 4.854		 -0.104  
1248297621.747    18 	 3.962		 -0.008  
1248297621.747    14 	 5.028		 0.043  
1248297621.747    61 	 1.573		 0.301  
1248297621.990    81 	 1.938		 -0.428  
1248297621.990    72 	 4.797		 -0.392  
1248297621.990    23 	 4.854		 -0.105  
1248297621.991    18 	 3.922		 -0.008  
1248297621.991    14 	 4.952		 0.040  
1248297621.991    61 	 1.548		 0.303  
1248297622.243    72 	 4.838		 -0.392  
1248297622.243    61 	 1.543		 0.303  
1248297622.495    23 	 4.834		 -0.107  
1248297622.495    61 	 1.524		 0.307  
1248297622.745    90 	 6.493		 -0.385  
1248297622.745    61 	 1.502		 0.305  
1248297622.992    81 	 1.865		 -0.445  
1248297622.992    72 	 4.698		 -0.403  
1248297622.992    23 	 4.732		 -0.111  
1248297622.992    18 	 3.868		 -0.012  
1248297622.992    14 	 4.939		 0.031  
1248297622.992    61 	 1.486		 0.312  
1248297623.238    72 	 4.711		 -0.403  
1248297623.238    61 	 1.462		 0.317  
1248297623.480    90 	 6.404		 -0.385  
1248297623.480    61 	 1.445		 0.321  
1248297623.725    23 	 4.719		 -0.102  
1248297623.725    61 	 1.423		 0.326  
1248297623.967    72 	 4.629		 -0.407  
1248297623.967    61 	 1.408		 0.327  
1248297624.209    81 	 1.793		 -0.459  
1248297624.209    61 	 1.394		 0.331  
1248297624.449    90 	 6.658		 -0.309  
1248297624.449    61 	 1.351		 0.403  
1248297624.691    23 	 4.617		 -0.027  
1248297624.691    61 	 1.332		 0.420  
1248297624.989    72 	 4.706		 -0.322  
1248297624.989    61 	 1.320		 0.427  
1248297625.468    90 	 6.554		 -0.305  
1248297625.469    61 	 1.296		 0.432  
1248297625.708    81 	 1.786		 -0.388  
1248297625.708    61 	 1.285		 0.435  
1248297625.945    23 	 4.481		 0.051  
1248297625.945    61 	 1.233		 0.498  
1248297626.183    90 	 6.593		 -0.221  
1248297626.183    14 	 4.786		 0.190  
1248297626.422    72 	 4.854		 -0.235  
1248297626.422    61 	 1.211		 0.515  
1248297626.660    90 	 6.554		 -0.218  
1248297626.660    61 	 1.188		 0.518  
1248297626.895    81 	 1.770		 -0.309  
1248297626.895    61 	 1.180		 0.520  
1248297627.130    23 	 4.269		 0.126  
1248297627.130    18 	 3.548		 0.239  
1248297627.366    72 	 4.772		 -0.163  
1248297627.366    14 	 4.772		 0.263  
1248297627.839    72 	 4.772		 -0.163  
1248297627.839    18 	 3.488		 0.248  
1248297628.074    72 	 4.772		 -0.132  
1248297628.074    18 	 3.447		 0.276  
1248297628.306    23 	 4.085		 0.209  
1248297628.306    18 	 3.403		 0.331  
1248297628.779    90 	 6.554		 -0.040  
1248297628.779    18 	 3.314		 0.359  
1248297629.015    72 	 4.791		 -0.056  
1248297629.015    18 	 3.344		 0.362  
1248297629.250    90 	 6.712		 -0.033  
1248297629.251    18 	 3.290		 0.365  
1248297629.486    72 	 4.704		 -0.032  
1248297629.486    18 	 3.224		 0.388  
1248297629.726    18 	 3.213		 0.405  
1248297629.961    81 	 1.635		 -0.099  
1248297629.961    18 	 3.178		 0.419  
1248297630.195    81 	 1.619		 -0.085  
1248297630.195    18 	 3.118		 0.428  
1248297630.435    81 	 1.614		 -0.082  
1248297630.435    18 	 3.109		 0.432  
1248297630.675    81 	 1.587		 -0.078  
1248297630.675    18 	 3.076		 0.447  
1248297630.910    23 	 3.696		 0.296  
1248297630.910    18 	 3.082		 0.440  
1248297631.147    23 	 3.634		 0.292  
1248297631.147    18 	 3.057		 0.438  
1248297631.382    90 	 6.404		 0.026  
1248297631.382    18 	 3.044		 0.451  
1248297631.616    72 	 4.552		 0.012  
1248297631.616    18 	 3.025		 0.452  
1248297631.850    90 	 6.404		 0.023  
1248297631.850    14 	 4.334		 0.415  
1248297632.124    81 	 1.476		 -0.097  
1248297632.124    18 	 2.989		 0.444  
1248297632.360    72 	 4.542		 -0.007  
1248297632.360    18 	 2.983		 0.443  
1248297632.595    72 	 4.530		 -0.002  
1248297632.595    18 	 2.972		 0.447  
1248297632.830    90 	 6.276		 0.025  
1248297632.830    18 	 2.952		 0.456  
1248297633.068    72 	 4.467		 -0.003  
1248297633.068    18 	 2.954		 0.450  
1248297633.305    18 	 2.921		 0.448  
1248297633.543    81 	 1.398		 -0.093  
1248297633.780    72 	 4.405		 -0.010  
1248297633.780    18 	 2.904		 0.451  
1248297634.016    14 	 4.269		 0.373  
1248297634.252    18 	 2.892		 0.449  
1248297634.489    23 	 3.287		 0.275  
1248297634.489    18 	 2.837		 0.464  
1248297634.726    72 	 4.334		 -0.007  
1248297634.726    18 	 2.832		 0.462  
1248297634.965    23 	 3.221		 0.266  
1248297634.965    18 	 2.820		 0.455  
1248297635.204    9 	 3.403		 -0.458  
1248297635.204    18 	 2.816		 0.451  
1248297635.679    72 	 4.265		 -0.030  
1248297635.679    18 	 2.785		 0.451  
1248297635.919    90 	 6.124		 -0.017  
1248297636.160    81 	 1.207		 -0.142  
1248297636.160    72 	 4.269		 -0.030  
1248297636.160    23 	 3.126		 0.249  
1248297636.160    18 	 2.781		 0.454  
1248297636.423    72 	 4.205		 -0.031  
1248297636.423    18 	 2.734		 0.457  
1248297636.936    72 	 4.228		 -0.033  
1248297636.936    90 	 6.124		 -0.017  
1248297637.410    72 	 4.154		 -0.032  
1248297637.410    23 	 2.962		 0.256  
1248297637.411    14 	 4.144		 0.332  
1248297637.411    18 	 2.669		 0.467  
1248297637.649    81 	 1.084		 -0.176  
1248297637.649    72 	 4.144		 -0.042  
1248297637.649    23 	 2.939		 0.258  
1248297637.887    81 	 1.068		 -0.179  
1248297637.887    72 	 4.099		 -0.031  
1248297637.887    23 	 2.889		 0.259  
1248297637.887    14 	 4.144		 0.333  
1248297637.887    18 	 2.625		 0.474  
1248297638.126    81 	 1.089		 -0.131  
1248297638.126    72 	 4.100		 -0.031  
1248297638.126    23 	 2.866		 0.261  
1248297638.126    14 	 4.124		 0.330  
1248297638.126    18 	 2.612		 0.476  
1248297638.365    9 	 3.143		 -0.502  
1248297638.365    81 	 1.058		 -0.139  
1248297638.365    72 	 4.040		 -0.032  
1248297638.365    90 	 5.993		 -0.011  
1248297638.365    23 	 2.827		 0.261  
1248297638.365    14 	 4.144		 0.327  
1248297638.365    18 	 2.594		 0.478  
1248297638.603    72 	 4.027		 -0.032  
1248297638.603    90 	 5.867		 -0.010  
1248297638.603    23 	 2.786		 0.263  
1248297638.603    14 	 4.114		 0.325  
1248297638.603    18 	 2.573		 0.483  
1248297638.843    9 	 3.131		 -0.505  
1248297638.843    72 	 4.039		 -0.032  
1248297638.843    90 	 5.867		 -0.012  
1248297638.843    23 	 2.771		 0.263  
1248297638.843    14 	 4.085		 0.318  
1248297638.843    18 	 2.558		 0.483  
1248297639.318    9 	 3.109		 -0.504  
1248297639.318    72 	 3.977		 -0.034  
1248297639.318    23 	 2.713		 0.265  
1248297639.318    18 	 2.530		 0.485  
1248297639.556    9 	 3.074		 -0.515  
1248297639.556    72 	 4.027		 -0.034  
1248297639.556    90 	 5.867		 -0.013  
1248297639.557    23 	 2.662		 0.267  
1248297639.557    14 	 4.027		 0.313  
1248297639.557    18 	 2.509		 0.491  
1248297639.794    23 	 2.641		 0.268  
1248297640.261    72 	 3.872		 -0.163  
1248297640.261    23 	 2.632		 0.147  
1248297640.261    18 	 2.612		 0.375  
1248297640.494    18 	 2.679		 0.307  
1248297640.730    72 	 3.741		 -0.325  
1248297640.730    23 	 2.623		 -0.010  
1248297640.730    18 	 2.720		 0.226  
1248297640.964    72 	 3.573		 -0.442  
1248297640.964    23 	 2.561		 -0.127  
1248297640.964    18 	 2.755		 0.105  
1248297641.202    72 	 3.444		 -0.509  
1248297641.202    90 	 5.119		 -0.487  
1248297641.202    23 	 2.516		 -0.193  
1248297641.202    18 	 2.753		 0.045  
1248297641.443    90 	 5.028		 -0.546  
1248297641.444    23 	 2.454		 -0.249  
1248297641.444    14 	 4.085		 -0.230  
1248297641.444    18 	 2.738		 -0.013  
1248297641.684    23 	 2.361		 -0.334  
1248297641.685    18 	 2.709		 -0.096  
1248297641.927    23 	 2.316		 -0.380  
1248297641.927    14 	 3.916		 -0.363  
1248297641.927    18 	 2.710		 -0.129  
1248297642.205    18 	 2.639		 -0.208  
1248297642.441    18 	 2.618		 -0.242  
1248297642.679    18 	 2.568		 -0.308  
1248297642.922    18 	 2.513		 -0.324  
1248297643.165    18 	 2.504		 -0.331  
1248297643.410    18 	 2.476		 -0.332  
1248297643.655    18 	 2.471		 -0.333  
1248297643.899    18 	 2.508		 -0.320  
1248297644.145    18 	 2.446		 -0.337  
1248297644.389    18 	 2.434		 -0.337  
1248297644.635    18 	 2.424		 -0.337  
1248297644.880    18 	 2.396		 -0.345  
1248297645.126    18 	 2.395		 -0.347  
1248297645.371    18 	 2.366		 -0.351  
1248297645.617    18 	 2.349		 -0.352  
1248297645.864    18 	 2.344		 -0.351  
1248297646.108    18 	 2.336		 -0.352  
1248297646.354    18 	 2.318		 -0.353  
1248297646.598    18 	 2.320		 -0.357  
1248297646.843    18 	 2.294		 -0.356  
1248297647.088    18 	 2.268		 -0.361  
1248297647.333    18 	 2.260		 -0.360  
1248297647.579    18 	 2.241		 -0.368  
1248297647.825    18 	 2.223		 -0.368  
1248297648.066    18 	 2.198		 -0.373  
1248297648.306    18 	 2.198		 -0.376  
1248297648.547    18 	 2.175		 -0.377  
1248297648.787    18 	 2.154		 -0.384  
1248297649.029    18 	 2.137		 -0.381  
1248297649.269    18 	 2.119		 -0.385  
1248297649.509    18 	 2.115		 -0.382  
1248297649.750    18 	 2.136		 -0.375  
1248297649.991    18 	 2.070		 -0.391  
1248297650.232    18 	 2.077		 -0.392  
1248297650.473    18 	 2.042		 -0.397  
1248297650.715    18 	 2.043		 -0.399  
1248297650.958    18 	 2.010		 -0.403  
1248297651.196    18 	 2.004		 -0.405  
1248297651.438    18 	 1.936		 -0.473  
1248297651.677    18 	 1.892		 -0.499  
1248297651.918    18 	 1.879		 -0.504  
1248297652.195    18 	 1.853		 -0.511  
1248297652.432    18 	 1.800		 -0.551  
1248297656.760    7 	 2.043		 0.515  
1248297657.001    7 	 2.042		 0.506  
1248297657.241    7 	 2.049		 0.503  
1248297657.480    7 	 2.098		 0.432  
1248297657.719    7 	 2.100		 0.428  
1248297657.959    7 	 2.110		 0.415  
1248297658.200    7 	 2.059		 0.430  
1248297658.436    7 	 2.065		 0.420  
1248297658.676    7 	 2.087		 0.362  
1248297658.915    7 	 2.079		 0.358  
1248297659.155    7 	 2.062		 0.359  
1248297659.392    7 	 2.088		 0.292  
1248297659.632    7 	 2.083		 0.284  
1248297659.874    7 	 2.070		 0.279  
1248297660.110    7 	 2.058		 0.277  
1248297660.349    7 	 2.080		 0.201  
1248297660.589    7 	 2.089		 0.201  
1248297660.847    7 	 2.052		 0.199  
1248297661.105    7 	 2.056		 0.153  
1248297661.352    7 	 2.048		 0.123  
1248297661.599    7 	 2.032		 0.122  
1248297661.845    7 	 2.021		 0.123  
1248297662.128    7 	 2.031		 0.034  
1248297662.366    7 	 1.991		 0.039  
1248297662.606    7 	 1.972		 0.039  
1248297662.840    7 	 1.956		 -0.005  
1248297663.080    7 	 1.946		 -0.051  
1248297663.320    7 	 1.933		 -0.053  
1248297663.560    7 	 1.916		 -0.053  
1248297663.796    7 	 1.882		 -0.131  
1248297664.037    7 	 1.873		 -0.145  
1248297664.278    7 	 1.866		 -0.144  
1248297664.514    7 	 1.838		 -0.156  
1248297664.751    7 	 1.794		 -0.237  
1248297664.751    70 	 3.588		 0.471  
1248297664.997    70 	 3.573		 0.477  
1248297665.242    7 	 1.779		 -0.241  
1248297665.242    70 	 3.573		 0.476  
1248297665.482    70 	 3.632		 0.424  
1248297665.726    70 	 3.665		 0.397  
1248297665.965    70 	 3.661		 0.395  
1248297666.205    70 	 3.633		 0.395  
1248297666.443    7 	 1.612		 -0.409  
1248297666.444    70 	 3.712		 0.335  
1248297666.689    7 	 1.526		 -0.518  
1248297666.689    70 	 3.796		 0.236  
